SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101225,2022-04-10T00:00:00,NOP vs. GSW,L,22.133333333333333,6,12,0.5,0,2,0.0,0,2,0.0,2,4,6,0,1,1,0,1,1,2,12,-15,21.2,0,0,20.0,1,26,26,26,9,5,3,14,23,17,23,17,11,17,2,4,2,48,12,17,7,39,19,6,8,52,17,2,1,15,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101213,2022-04-09T00:00:00,NOP @ MEM,L,22.616666666666667,5,8,0.625,0,2,0.0,2,2,1.0,0,1,1,5,2,1,0,0,1,2,12,-24,21.7,0,0,20.0,1,26,26,26,7,7,11,9,23,17,23,6,11,1,21,21,24,6,6,17,7,1,19,6,8,53,16,2,1,15,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101200,2022-04-07T00:00:00,NOP vs. POR,W,21.95,2,6,0.333,1,4,0.25,2,4,0.5,0,1,1,9,2,4,0,0,0,4,7,19,31.7,0,0,26.0,1,1,1,1,10,19,20,30,9,5,18,6,1,13,21,21,24,2,6,2,7,1,1,1,15,2,7,2,1,7,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101188,2022-04-05T00:00:00,NOP @ SAC,W,15.373333333333333,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,2,0,2,0,0,1,0,2,1,12.2,0,0,9.0,1,1,1,1,28,34,26,38,23,31,23,17,20,17,21,21,24,28,25,12,7,1,19,28,39,31,30,2,1,34,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101177,2022-04-03T00:00:00,NOP @ LAC,L,7.666666666666667,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,2,-9,5.0,0,0,4.0,1,26,26,26,46,34,38,30,23,17,23,17,20,17,21,34,44,28,25,37,7,1,1,28,39,49,46,2,1,46,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101160,2022-04-01T00:00:00,NOP @ LAL,W,7.8,1,1,1.0,0,0,0.0,0,1,0.0,0,2,2,3,0,0,0,0,0,2,2,5,8.9,0,0,7.0,1,1,1,1,45,34,47,1,23,47,23,17,17,17,21,11,14,18,25,37,7,1,1,6,39,22,36,2,1,39,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101146,2022-03-30T00:00:00,NOP @ POR,W,15.333333333333334,3,3,1.0,0,0,0.0,0,0,0.0,1,2,3,3,2,4,0,0,1,0,6,3,24.1,0,0,20.0,1,1,1,1,29,15,38,1,23,47,23,17,20,17,5,11,11,18,6,2,7,1,19,28,21,26,12,2,1,15,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101119,2022-03-27T00:00:00,NOP vs. LAL,W,17.3,2,4,0.5,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,0,0,0,4,-10,6.9,0,0,7.0,1,1,1,1,23,19,26,14,23,31,23,17,20,17,21,11,14,38,12,37,7,1,1,28,30,50,44,2,1,39,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101107,2022-03-26T00:00:00,NOP vs. SAS,L,29.1,10,19,0.526,2,6,0.333,1,1,1.0,0,5,5,5,0,1,1,1,1,1,23,12,42.5,0,0,39.0,1,26,26,26,4,1,1,13,3,1,12,13,17,1,21,2,4,6,25,17,2,39,19,19,1,10,2,2,1,2,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101098,2022-03-24T00:00:00,NOP vs. CHI,W,29.6,5,10,0.5,2,3,0.667,3,4,0.75,1,0,1,7,0,3,0,1,0,2,15,8,35.7,0,0,31.0,1,1,1,1,3,7,7,14,3,11,4,4,1,9,5,34,24,3,25,7,7,39,1,6,5,16,4,2,1,4,1
2021-22,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022101071,2022-03-21T00:00:00,NOP @ CHA,L,23.416666666666668,3,8,0.375,1,2,0.5,0,0,0.0,3,1,4,2,1,0,0,2,1,1,7,0,13.8,0,0,14.0,1,26,26,26,6,15,11,26,9,17,6,17,20,17,1,21,7,28,12,37,7,53,19,19,15,33,25,2,1,23,1
