SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701219,2018-04-11T00:00:00,BKN @ BOS,L,19.331666666666667,4,5,0.8,0,0,0.0,2,2,1.0,0,7,7,0,0,0,1,0,4,1,10,-11,21.4,0,0,19.0,1,26,26,26,39,20,35,15,6,16,6,20,26,1,60,2,15,33,44,25,24,1,65,32,25,60,30,5,1,31,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701205,2018-04-09T00:00:00,BKN vs. CHI,W,28.233333333333334,4,5,0.8,0,0,0.0,0,0,0.0,0,5,5,0,2,1,4,0,1,0,8,3,27.0,0,0,23.0,1,1,1,1,6,20,35,15,6,16,6,43,43,43,60,13,34,33,8,5,2,1,9,56,34,22,15,5,1,16,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701193,2018-04-07T00:00:00,BKN @ CHI,W,21.083333333333332,4,6,0.667,1,1,1.0,0,0,0.0,1,4,5,0,0,0,4,0,2,1,9,13,27.0,0,0,23.0,1,1,1,1,25,20,22,24,1,1,1,43,43,43,40,21,34,33,44,25,2,1,26,32,29,3,15,5,1,16,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701178,2018-04-05T00:00:00,BKN @ MIL,W,31.166666666666668,2,6,0.333,0,0,0.0,0,0,0.0,3,7,10,2,1,0,5,0,3,1,4,2,33.0,0,0,26.0,1,1,1,1,3,45,22,55,6,16,6,43,43,43,14,2,5,4,23,25,1,1,49,32,53,24,6,5,1,10,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701157,2018-04-03T00:00:00,BKN @ PHI,L,19.766666666666666,1,1,1.0,0,0,0.0,3,6,0.5,1,1,2,0,2,0,2,0,0,5,5,-1,11.4,0,0,11.0,1,26,26,26,35,55,67,1,6,16,6,9,2,35,40,58,62,33,8,25,13,1,1,1,51,34,60,5,1,54,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701148,2018-04-01T00:00:00,BKN vs. DET,L,30.11,6,9,0.667,1,1,1.0,2,4,0.5,1,5,6,0,2,0,3,0,5,3,15,4,29.2,0,0,28.0,1,26,26,26,4,5,10,24,1,1,1,20,11,35,40,13,23,33,8,25,7,1,70,9,7,18,11,5,1,6,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701141,2018-03-31T00:00:00,BKN @ MIA,W,19.4,5,9,0.556,0,0,0.0,2,2,1.0,1,2,3,1,2,1,2,2,2,2,12,8,24.1,0,0,22.0,1,1,1,1,38,13,10,42,6,16,6,20,26,1,40,45,51,12,8,5,13,63,26,15,16,10,24,5,1,23,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701117,2018-03-28T00:00:00,BKN @ ORL,W,27.85,6,9,0.667,0,1,0.0,3,5,0.6,4,4,8,1,1,1,1,1,1,4,15,5,31.1,0,0,28.0,1,1,1,1,9,5,10,24,6,1,6,9,8,34,8,21,11,12,23,5,24,47,9,3,7,17,7,5,1,6,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701094,2018-03-25T00:00:00,BKN vs. CLE,L,21.233333333333334,1,1,1.0,0,0,0.0,2,2,1.0,0,3,3,0,1,1,1,0,0,2,4,0,12.6,0,0,11.0,1,26,26,26,24,55,67,1,6,16,6,20,26,1,60,35,51,33,23,5,24,1,1,15,53,29,53,5,1,54,1
2017-18,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021701082,2018-03-23T00:00:00,BKN @ TOR,L,25.925,3,7,0.429,0,0,0.0,7,7,1.0,2,5,7,1,1,0,3,0,3,4,13,-4,30.9,0,0,27.0,1,26,26,26,13,32,19,52,6,16,6,1,1,1,25,13,15,12,23,25,7,1,49,3,12,40,8,5,1,8,1
