SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501215,2016-04-12T00:00:00,OKC @ SAS,L,37.61666666666667,7,8,0.875,0,0,0.0,3,3,1.0,6,3,9,0,2,0,2,0,5,3,17,-4,31.8,0,0,30.0,1,55,55,55,1,1,7,6,1,1,1,10,23,1,3,43,13,44,8,33,10,1,71,19,1,64,4,7,1,2,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501209,2016-04-11T00:00:00,OKC vs. LAL,W,24.75,6,9,0.667,0,0,0.0,1,5,0.2,7,8,15,2,0,2,1,0,2,5,13,30,43.0,1,0,36.0,1,1,1,1,43,4,5,28,1,1,1,33,11,52,1,3,1,6,50,4,28,1,17,5,8,3,1,1,1,1,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501193,2016-04-09T00:00:00,OKC @ SAC,L,25.26,2,4,0.5,0,0,0.0,2,4,0.5,3,5,8,1,1,1,1,1,4,3,6,1,22.1,0,0,19.0,1,55,55,55,38,55,51,52,1,1,1,16,13,29,22,22,23,14,27,8,28,54,54,19,47,50,38,7,1,37,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501171,2016-04-06T00:00:00,OKC @ POR,L,22.983333333333334,4,7,0.571,0,0,0.0,1,2,0.5,7,5,12,1,1,0,0,0,2,4,9,-20,23.9,0,0,22.0,1,55,55,55,55,17,13,48,1,1,1,33,30,29,1,22,4,14,27,33,50,1,17,12,26,79,28,7,1,25,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501160,2016-04-05T00:00:00,OKC @ DEN,W,21.766666666666666,2,5,0.4,0,0,0.0,1,1,1.0,1,2,3,1,1,0,0,1,4,7,5,20,9.1,0,0,9.0,1,1,1,1,59,55,35,66,1,1,1,33,55,1,60,57,66,14,27,33,50,54,54,1,64,10,74,7,1,73,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501145,2016-04-03T00:00:00,OKC @ HOU,L,31.43166666666667,3,8,0.375,0,0,0.0,0,2,0.0,3,6,9,3,1,0,2,2,1,4,6,-2,26.3,0,0,22.0,1,55,55,55,10,35,7,68,1,1,1,53,30,53,22,11,13,2,27,33,10,77,5,12,47,57,20,7,1,25,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501126,2016-03-31T00:00:00,OKC vs. LAC,W,29.985,6,7,0.857,0,0,0.0,1,3,0.333,4,2,6,0,2,1,1,0,2,3,13,2,24.2,0,0,23.0,1,1,1,1,14,4,13,7,1,1,1,33,23,46,13,57,43,44,8,8,28,1,17,19,8,47,26,7,1,19,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501110,2016-03-29T00:00:00,OKC @ DET,L,35.265,3,6,0.5,0,0,0.0,1,2,0.5,1,4,5,1,3,3,3,0,4,4,7,-2,29.5,0,0,25.0,1,55,55,55,5,35,22,52,1,1,1,33,30,29,60,33,51,14,3,1,4,1,54,12,43,57,10,7,1,13,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501098,2016-03-28T00:00:00,OKC @ TOR,W,28.3,3,5,0.6,0,0,0.0,4,5,0.8,3,6,9,2,1,0,1,0,5,6,10,33,25.8,0,0,23.0,1,1,1,1,20,35,35,41,1,1,1,5,11,16,22,11,13,6,27,33,28,1,71,2,17,2,22,7,1,19,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501088,2016-03-26T00:00:00,OKC vs. SAS,W,26.683333333333334,4,5,0.8,0,0,0.0,1,2,0.5,3,3,6,1,3,1,0,0,3,2,9,30,17.7,0,0,18.0,1,1,1,1,30,17,35,11,1,1,1,33,30,29,22,43,43,14,3,8,50,1,37,35,26,3,56,7,1,42,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501071,2016-03-24T00:00:00,OKC vs. UTA,W,22.25,7,11,0.636,0,0,0.0,0,0,0.0,2,5,7,0,1,1,0,1,0,1,14,18,24.4,0,0,23.0,1,1,1,1,57,1,2,38,1,1,1,53,62,53,45,22,31,44,27,8,50,54,1,55,5,14,25,7,1,19,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501054,2016-03-22T00:00:00,OKC vs. HOU,W,26.35333333333333,3,4,0.75,0,0,0.0,2,3,0.667,3,0,3,0,1,2,2,0,2,3,8,-3,22.6,0,0,19.0,1,1,1,1,32,35,51,19,1,1,1,16,23,23,22,79,66,44,27,4,10,1,17,19,34,60,35,7,1,37,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501031,2016-03-19T00:00:00,OKC @ IND,W,25.533333333333335,5,6,0.833,0,0,0.0,1,2,0.5,1,1,2,1,0,3,0,0,2,1,11,-9,23.9,0,0,20.0,1,1,1,1,36,9,22,8,1,1,1,33,30,29,60,70,76,14,50,1,50,1,17,55,14,72,28,7,1,31,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501021,2016-03-18T00:00:00,OKC @ PHI,W,26.3,6,10,0.6,0,0,0.0,0,0,0.0,4,7,11,1,0,0,3,1,1,2,12,29,35.7,1,0,30.0,1,1,1,1,33,4,3,41,1,1,1,53,62,53,13,5,7,14,50,33,4,54,5,35,11,5,2,1,1,2,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021501003,2016-03-16T00:00:00,OKC @ BOS,W,20.25,2,3,0.667,0,0,0.0,1,2,0.5,2,6,8,1,0,1,0,0,1,2,5,12,19.1,0,0,16.0,1,1,1,1,66,55,66,28,1,1,1,33,30,29,45,11,23,14,50,8,50,1,5,35,64,24,52,7,1,54,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021500993,2016-03-14T00:00:00,OKC vs. POR,W,18.95,5,6,0.833,0,0,0.0,3,4,0.75,1,2,3,0,0,2,1,1,2,3,13,5,25.6,0,0,22.0,1,1,1,1,74,9,22,8,1,1,1,10,13,17,60,57,66,44,50,4,28,54,17,19,8,37,23,7,1,25,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021500979,2016-03-12T00:00:00,OKC @ SAS,L,21.60333333333333,5,8,0.625,0,0,0.0,0,0,0.0,4,1,5,0,0,0,0,1,4,0,10,-5,16.0,0,0,15.0,1,55,55,55,62,9,7,39,1,1,1,53,62,53,13,70,51,44,50,33,50,54,54,74,17,68,64,7,1,61,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021500968,2016-03-11T00:00:00,OKC vs. MIN,L,25.39666666666667,4,5,0.8,0,0,0.0,0,1,0.0,4,9,13,0,4,0,4,0,4,2,8,-13,31.6,0,0,29.0,1,55,55,55,37,17,35,11,1,1,1,53,55,53,13,1,2,44,1,33,2,1,54,35,34,77,5,7,1,4,1
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,0021500955,2016-03-09T00:00:00,OKC vs. LAC,W,29.758333333333333,4,8,0.5,0,0,0.0,1,2,0.5,3,6,9,1,1,0,0,0,2,1,9,6,20.3,0,0,19.0,1,1,1,1,15,17,7,52,1,1,1,33,30,29,22,11,13,14,27,33,50,1,17,55,26,35,45,7,1,37,1
