SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201219,2023-04-09T00:00:00,MIA vs. ORL,W,7.916666666666667,2,3,0.667,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,0,0,0,4,1,12.1,0,0,10.0,1,1,1,1,75,75,75,10,2,12,2,69,71,69,32,74,73,62,67,28,42,1,1,74,75,43,75,32,1,75,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201198,2023-04-06T00:00:00,MIA @ PHI,W,23.95,7,11,0.636,0,0,0.0,0,0,0.0,4,4,8,1,0,0,0,0,0,0,14,7,25.1,0,0,23.0,1,1,1,1,74,41,62,18,2,12,2,69,71,69,9,56,40,62,67,53,42,1,1,74,64,20,70,32,1,71,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201177,2023-04-04T00:00:00,MIA @ DET,W,31.033333333333335,6,10,0.6,0,0,0.0,6,6,1.0,2,2,4,2,1,2,0,0,3,4,18,6,30.8,0,0,28.0,1,1,1,1,64,55,69,25,2,12,2,14,24,1,32,70,70,49,57,8,42,1,35,41,42,22,61,32,1,60,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201138,2023-03-29T00:00:00,MIA @ NYK,L,35.4,4,10,0.4,0,0,0.0,1,2,0.5,0,11,11,4,3,1,0,0,2,1,9,-6,28.2,0,0,26.0,1,41,41,41,39,71,69,65,2,12,2,65,61,59,69,6,20,17,19,28,42,1,15,72,74,55,65,32,1,65,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201132,2023-03-28T00:00:00,MIA @ TOR,L,36.525,7,18,0.389,0,0,0.0,7,8,0.875,5,7,12,4,0,1,0,0,2,4,21,-6,44.4,1,0,39.0,1,41,41,41,28,41,13,67,2,12,2,10,9,28,4,26,16,17,67,28,42,1,15,41,28,55,27,1,1,32,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201108,2023-03-25T00:00:00,MIA vs. BKN,L,34.61666666666667,8,14,0.571,0,0,0.0,0,0,0.0,4,3,7,2,4,1,1,2,3,6,16,-24,29.4,0,0,29.0,1,41,41,41,46,30,42,29,2,12,2,69,71,69,9,65,50,49,11,28,16,65,35,12,55,74,62,32,1,57,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201084,2023-03-22T00:00:00,MIA vs. NYK,W,39.5,5,11,0.455,0,0,0.0,5,6,0.833,2,5,7,3,3,1,1,1,3,4,15,0,30.9,0,0,29.0,1,1,1,1,3,61,62,56,2,12,2,27,24,35,32,50,50,31,19,28,16,42,35,41,60,48,60,32,1,57,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201066,2023-03-19T00:00:00,MIA @ DET,W,39.495,7,12,0.583,0,0,0.0,8,9,0.889,1,9,10,5,3,0,3,0,2,6,22,12,47.5,1,0,43.0,1,1,1,1,4,41,58,26,2,12,2,7,7,26,53,14,28,9,19,53,1,1,15,12,24,14,17,1,1,16,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201060,2023-03-18T00:00:00,MIA @ CHI,L,34.0,9,17,0.529,0,0,0.0,5,8,0.625,4,3,7,4,3,2,0,3,3,5,23,3,40.4,0,0,38.0,1,41,41,41,51,23,20,42,2,12,2,27,9,57,9,65,50,17,19,8,42,72,35,27,20,36,38,32,1,36,1
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022201036,2023-03-15T00:00:00,MIA vs. MEM,W,33.18333333333333,10,15,0.667,0,0,0.0,6,8,0.75,2,6,8,3,3,0,3,0,3,6,26,20,46.1,0,0,43.0,1,1,1,1,57,15,31,10,2,12,2,14,9,43,32,38,40,31,19,53,1,1,35,12,14,4,24,32,1,16,1
