SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801221,2019-04-10T00:00:00,MIA @ BKN,L,18.316666666666666,4,7,0.571,1,2,0.5,1,1,1.0,0,6,6,0,2,1,0,0,0,1,10,-10,18.2,0,0,19.0,1,40,40,40,60,19,22,36,1,1,3,46,58,1,71,21,44,68,15,19,42,1,1,64,28,67,59,12,1,49,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801212,2019-04-09T00:00:00,MIA vs. PHI,W,22.466666666666665,8,11,0.727,0,0,0.0,3,5,0.6,1,8,9,2,0,1,2,0,0,4,19,16,41.8,0,0,36.0,1,1,1,1,47,1,2,21,4,14,4,16,12,42,52,10,18,31,63,19,3,1,1,14,2,7,6,12,1,5,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801195,2019-04-07T00:00:00,MIA @ TOR,L,31.16,2,7,0.286,0,0,0.0,3,4,0.75,3,10,13,2,3,1,0,0,3,5,7,-13,25.6,0,0,24.0,1,40,40,40,8,58,22,74,4,14,4,16,14,27,13,5,6,31,8,19,42,1,38,8,55,76,35,12,1,30,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801185,2019-04-05T00:00:00,MIA @ MIN,L,32.126666666666665,4,6,0.667,0,0,0.0,0,0,0.0,1,3,4,0,1,4,0,0,3,3,8,-7,23.8,0,0,20.0,1,40,40,40,5,19,31,26,4,14,4,60,62,60,52,59,65,68,37,1,42,1,38,24,41,63,37,12,1,45,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801170,2019-04-03T00:00:00,MIA vs. BOS,L,26.166666666666668,5,9,0.556,0,1,0.0,2,2,1.0,5,7,12,4,1,1,2,1,3,3,12,-5,40.4,1,0,34.0,1,40,40,40,32,13,10,39,4,3,4,27,37,1,1,13,8,15,37,19,3,57,38,24,16,54,7,1,1,8,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801153,2019-04-01T00:00:00,MIA @ BOS,L,30.658333333333335,8,12,0.667,1,1,1.0,2,2,1.0,4,10,14,2,0,0,2,0,3,2,19,-2,44.8,1,0,40.0,1,40,40,40,10,1,1,26,1,3,1,27,37,1,3,5,5,31,63,51,3,1,38,42,2,46,3,1,1,3,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801141,2019-03-30T00:00:00,MIA @ NYK,W,27.331666666666667,4,6,0.667,0,0,0.0,0,0,0.0,1,5,6,2,1,2,0,0,2,1,8,6,23.2,0,0,20.0,1,1,1,1,27,19,31,26,4,14,4,60,62,60,52,36,44,31,37,3,42,1,24,64,41,22,40,12,1,45,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801124,2019-03-28T00:00:00,MIA vs. DAL,W,29.383333333333333,5,9,0.556,0,0,0.0,1,2,0.5,3,13,16,3,2,0,0,1,2,1,11,9,32.7,1,0,30.0,1,1,1,1,15,13,10,39,4,14,4,46,37,45,13,2,2,20,15,51,42,57,24,64,23,17,21,1,1,13,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801109,2019-03-26T00:00:00,MIA vs. ORL,L,30.338333333333335,4,9,0.444,0,0,0.0,1,2,0.5,3,8,11,3,1,2,0,1,3,2,9,2,31.7,0,0,27.0,1,40,40,40,12,19,10,60,4,14,4,46,37,45,13,10,9,20,37,3,42,57,38,42,35,30,25,12,1,26,1
2018-19,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0021801089,2019-03-23T00:00:00,MIA @ WAS,W,35.07666666666667,6,11,0.545,0,1,0.0,4,4,1.0,1,10,11,8,5,0,4,0,1,3,16,16,48.2,1,0,43.0,1,1,1,1,3,8,2,42,4,3,4,9,14,1,52,5,9,1,1,51,1,1,9,24,7,7,2,1,1,2,1
