SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101207,2022-04-08T00:00:00,MIA vs. ATL,W,32.85,8,14,0.571,0,0,0.0,8,10,0.8,2,4,6,4,1,2,0,0,2,7,24,6,42.2,0,0,38.0,1,1,1,1,27,16,20,27,1,7,1,2,4,26,24,48,49,15,43,10,28,1,9,9,10,28,24,28,1,25,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101181,2022-04-05T00:00:00,MIA vs. CHA,W,30.616666666666667,7,10,0.7,0,0,0.0,8,9,0.889,2,7,9,3,1,1,1,1,2,7,22,9,42.3,0,0,38.0,1,1,1,1,40,24,39,7,1,7,1,2,8,15,24,26,29,27,43,21,12,26,9,9,13,23,23,28,1,25,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101172,2022-04-03T00:00:00,MIA @ TOR,W,36.18333333333333,6,12,0.5,0,0,0.0,4,9,0.444,2,7,9,1,2,0,0,0,3,7,16,10,26.3,0,0,26.0,1,1,1,1,10,35,26,34,1,7,1,29,8,52,24,26,29,46,28,46,28,1,21,9,37,21,52,28,1,51,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101164,2022-04-02T00:00:00,MIA @ CHI,W,25.833333333333332,7,9,0.778,0,0,0.0,2,2,1.0,0,7,7,3,4,0,0,0,3,3,16,14,24.9,0,0,26.0,1,1,1,1,51,24,48,4,1,7,1,44,48,1,51,26,42,27,9,46,28,1,21,51,37,14,54,28,1,51,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101139,2022-03-30T00:00:00,MIA @ BOS,W,33.416666666666664,5,10,0.5,0,0,0.0,7,9,0.778,3,9,12,8,1,2,0,1,3,6,17,12,48.4,1,0,41.0,1,1,1,1,23,41,39,34,1,7,1,9,8,28,14,14,13,2,43,10,28,26,21,17,32,15,12,1,1,14,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101125,2022-03-28T00:00:00,MIA vs. SAC,W,31.7,10,16,0.625,0,0,0.0,2,2,1.0,4,11,15,1,2,2,1,0,3,3,22,24,48.5,1,0,44.0,1,1,1,1,33,8,12,18,1,7,1,44,48,1,6,6,6,46,28,10,12,1,21,51,13,6,11,1,1,12,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101111,2022-03-26T00:00:00,MIA vs. BKN,L,24.116666666666667,5,8,0.625,0,1,0.0,4,6,0.667,2,4,6,2,4,1,2,0,3,4,14,-21,29.2,0,0,28.0,1,37,37,37,55,41,51,18,1,1,1,29,28,37,24,48,49,37,9,21,6,1,21,40,46,56,47,28,1,47,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101103,2022-03-25T00:00:00,MIA vs. NYK,L,31.916666666666668,6,7,0.857,0,0,0.0,5,7,0.714,3,6,9,1,1,1,1,0,4,6,17,-14,34.3,0,0,31.0,1,37,37,37,32,35,55,1,1,7,1,22,19,35,14,37,29,46,43,21,12,1,35,17,32,53,38,28,1,37,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101088,2022-03-23T00:00:00,MIA vs. GSW,L,33.88333333333333,9,16,0.563,0,0,0.0,7,10,0.7,5,4,9,4,4,1,0,1,1,7,25,-10,40.8,0,0,40.0,1,37,37,37,20,11,12,28,1,7,1,9,4,36,4,48,29,15,9,21,28,26,1,9,9,51,27,28,1,18,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101074,2022-03-21T00:00:00,MIA @ PHI,L,36.39,9,14,0.643,0,0,0.0,4,4,1.0,2,7,9,2,4,1,3,0,2,5,22,-1,43.8,0,0,41.0,1,37,37,37,8,11,20,15,1,7,1,29,39,1,24,26,29,37,9,21,2,1,9,27,13,37,19,28,1,14,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101052,2022-03-18T00:00:00,MIA vs. OKC,W,24.55,8,10,0.8,0,0,0.0,3,3,1.0,2,7,9,3,0,1,0,0,2,4,19,25,37.3,0,0,33.0,1,1,1,1,52,16,39,2,1,7,1,37,45,1,24,26,29,27,54,21,28,1,9,40,25,3,33,28,1,33,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101031,2022-03-15T00:00:00,MIA vs. DET,W,24.298333333333332,4,8,0.5,0,0,0.0,8,10,0.8,0,8,8,3,2,0,0,2,4,7,16,25,28.1,0,0,27.0,1,1,1,1,53,48,51,34,1,7,1,2,4,26,51,20,39,27,28,46,28,49,35,9,37,3,50,28,1,50,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022101005,2022-03-12T00:00:00,MIA vs. MIN,L,33.46666666666667,7,12,0.583,0,0,0.0,5,9,0.556,2,10,12,4,4,3,0,0,2,7,19,0,44.4,1,0,41.0,1,37,37,37,22,24,26,24,1,7,1,22,8,45,24,9,13,15,9,4,28,1,9,9,25,35,16,1,1,14,1
2021-22,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022100998,2022-03-11T00:00:00,MIA vs. CLE,W,32.711666666666666,11,16,0.688,0,0,0.0,8,8,1.0,2,15,17,1,3,3,1,0,4,6,30,12,60.9,1,0,56.0,1,1,1,1,29,6,12,10,1,7,1,2,13,1,24,1,2,46,18,4,12,1,35,17,3,15,2,1,1,2,1
