SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501223,2016-04-13T00:00:00,SAS @ DAL,W,30.45,6,10,0.6,1,1,1.0,2,3,0.667,1,9,10,4,0,5,0,0,2,3,15,17,48.0,1,0,40.0,1,1,1,1,4,3,2,19,2,6,1,8,7,21,6,2,2,3,41,1,26,1,51,3,1,6,1,1,1,1,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501215,2016-04-12T00:00:00,SAS vs. OKC,W,20.183333333333334,1,4,0.25,0,0,0.0,2,2,1.0,0,5,5,0,1,2,0,0,0,2,4,10,15.0,0,0,13.0,1,1,1,1,23,37,29,50,12,32,12,8,13,1,21,10,12,53,14,7,26,1,1,9,34,13,31,2,1,28,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501201,2016-04-10T00:00:00,SAS vs. GSW,L,17.656666666666666,2,5,0.4,0,0,0.0,0,0,0.0,0,8,8,1,0,0,0,1,3,0,4,4,15.1,0,0,13.0,1,65,65,65,33,24,18,39,12,32,12,31,34,31,21,3,3,38,41,37,26,65,66,50,34,25,30,2,1,28,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501186,2016-04-08T00:00:00,SAS @ DEN,L,34.6,1,9,0.111,0,1,0.0,0,0,0.0,1,5,6,2,1,0,0,0,1,1,2,-8,11.2,0,0,10.0,1,65,65,65,2,37,3,55,12,6,12,31,34,31,6,10,8,24,14,37,26,1,26,22,46,68,43,2,1,38,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501177,2016-04-07T00:00:00,SAS @ GSW,L,19.766666666666666,3,4,0.75,0,0,0.0,2,3,0.667,0,11,11,3,0,0,0,0,2,2,8,0,25.7,0,0,22.0,1,65,65,65,25,14,29,11,12,32,12,8,7,21,21,1,1,8,41,37,26,1,51,9,13,48,6,2,1,6,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501161,2016-04-05T00:00:00,SAS @ UTA,W,22.8,4,5,0.8,1,1,1.0,2,2,1.0,0,3,3,4,0,1,0,0,2,1,11,21,23.6,0,0,21.0,1,1,1,1,16,6,18,9,2,6,1,8,13,1,21,25,29,3,41,16,26,1,51,22,6,2,11,2,1,10,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501140,2016-04-02T00:00:00,SAS vs. TOR,W,12.675,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,3,1,1,0,0,0,1,2,0,12.1,0,0,10.0,1,1,1,1,50,37,62,1,12,32,12,31,34,31,21,25,29,8,14,16,26,1,1,22,46,48,39,2,1,38,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501118,2016-03-30T00:00:00,SAS vs. NOP,W,14.85,1,3,0.333,0,2,0.0,0,2,0.0,0,3,3,4,0,1,0,0,3,1,2,1,14.6,0,0,11.0,1,1,1,1,43,37,37,42,12,2,12,31,13,31,21,25,29,3,41,16,26,1,66,22,46,39,32,2,1,36,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501100,2016-03-28T00:00:00,SAS @ MEM,W,35.96666666666667,4,6,0.667,1,2,0.5,4,4,1.0,0,3,3,7,3,4,1,0,3,2,13,18,39.1,0,0,34.0,1,1,1,1,1,6,12,12,2,2,10,1,2,1,21,25,29,1,2,2,5,1,66,9,4,5,2,2,1,2,1
2015-16,203937,Kyle Anderson,Kyle,1610612759,SAS,San Antonio Spurs,0021501088,2016-03-26T00:00:00,SAS @ OKC,L,30.416666666666668,3,7,0.429,1,1,1.0,0,0,0.0,1,4,5,3,2,3,0,1,2,3,7,-5,24.5,0,0,22.0,1,65,65,65,5,14,10,38,2,6,1,31,34,31,6,15,12,8,6,3,26,65,51,3,18,66,8,2,1,6,1
