SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101213,2022-04-09T00:00:00,MEM vs. NOP,W,21.988333333333333,2,3,0.667,0,0,0.0,0,0,0.0,4,7,11,4,2,0,1,0,4,0,4,10,24.2,0,0,21.0,1,1,1,1,57,35,56,21,1,2,1,45,51,45,38,12,28,21,14,42,15,1,66,68,47,27,43,15,1,41,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101201,2022-04-07T00:00:00,MEM @ DEN,L,23.216666666666665,1,1,1.0,0,0,0.0,0,2,0.0,2,6,8,5,1,0,0,0,3,2,2,-13,18.1,0,0,15.0,1,52,52,52,50,55,72,1,1,2,1,45,34,45,60,24,49,8,37,42,39,1,52,36,65,64,62,15,1,61,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101187,2022-04-05T00:00:00,MEM @ UTA,L,28.13,1,4,0.25,0,0,0.0,1,4,0.25,3,10,13,8,3,2,1,1,2,2,3,2,36.6,0,0,30.0,1,52,52,52,29,55,40,61,1,2,1,32,17,42,47,2,15,1,4,6,15,42,32,36,60,45,16,15,1,19,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101144,2022-03-30T00:00:00,MEM @ SAS,W,30.955,3,4,0.75,0,0,0.0,2,2,1.0,3,5,8,2,2,1,0,0,4,4,8,2,21.6,0,0,20.0,1,1,1,1,16,23,40,15,1,2,1,18,34,1,47,37,49,50,14,19,39,1,66,12,24,45,50,15,1,45,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101129,2022-03-28T00:00:00,MEM vs. GSW,W,20.3,3,5,0.6,0,0,0.0,2,3,0.667,3,6,9,2,0,2,1,0,4,3,8,19,30.8,0,0,25.0,1,1,1,1,66,23,30,34,1,2,1,18,28,19,47,24,40,50,62,6,15,1,66,24,24,11,30,15,1,30,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101112,2022-03-26T00:00:00,MEM vs. MIL,W,24.2,2,7,0.286,0,0,0.0,0,0,0.0,6,5,11,5,1,1,2,2,2,1,4,5,32.7,0,0,26.0,1,1,1,1,46,35,16,59,1,2,1,45,51,45,21,37,28,8,37,19,9,69,32,53,47,37,25,15,1,29,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101096,2022-03-24T00:00:00,MEM vs. IND,W,22.95,3,7,0.429,0,0,0.0,0,0,0.0,9,7,16,6,0,3,3,1,3,2,6,25,52.2,0,0,40.0,1,1,1,1,51,23,16,49,1,2,1,45,51,45,2,12,2,4,62,2,1,42,52,36,31,5,2,15,1,3,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101089,2022-03-23T00:00:00,MEM vs. BKN,W,27.7,2,3,0.667,0,0,0.0,3,4,0.75,5,6,11,5,0,1,1,0,1,2,7,-14,33.7,0,0,27.0,1,1,1,1,30,35,56,21,1,2,1,11,17,15,28,24,28,8,62,19,15,1,10,36,28,67,22,15,1,26,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101063,2022-03-20T00:00:00,MEM @ HOU,W,24.033333333333335,2,6,0.333,0,0,0.0,1,2,0.5,3,6,9,3,2,1,0,0,5,3,5,16,21.3,0,0,19.0,1,1,1,1,47,35,24,52,1,2,1,32,34,23,47,24,40,35,14,19,39,1,73,24,42,15,52,15,1,50,1
2021-22,203500,Steven Adams,Steven,1610612763,MEM,Memphis Grizzlies,0022101047,2022-03-18T00:00:00,MEM @ ATL,L,30.216666666666665,1,3,0.333,0,0,0.0,1,3,0.333,4,7,11,1,0,1,1,0,1,3,3,-16,23.7,0,0,19.0,1,52,52,52,21,55,56,52,1,2,1,32,28,37,38,12,28,68,62,19,15,1,10,24,60,69,46,15,1,50,1
