SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021901309,2020-08-13T00:00:00,BKN vs. POR,L,37.36666666666667,5,8,0.625,0,0,0.0,4,9,0.444,6,5,11,4,1,0,3,1,1,8,14,16,41.2,1,0,35.0,1,34,34,34,4,21,17,34,1,7,1,9,6,50,4,42,18,5,28,33,7,41,5,3,19,8,13,1,1,13,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021901291,2020-08-09T00:00:00,BKN @ LAC,W,37.70333333333333,7,9,0.778,0,0,0.0,2,3,0.667,4,12,16,4,2,1,2,1,3,6,16,13,48.2,1,0,42.0,1,1,1,1,3,6,11,19,1,7,1,32,36,27,12,1,3,5,7,9,9,41,45,9,16,11,4,1,1,6,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021901276,2020-08-07T00:00:00,BKN vs. SAC,W,36.45166666666667,5,8,0.625,0,0,0.0,7,10,0.7,2,9,11,8,1,0,1,1,4,8,17,24,44.2,1,0,38.0,1,1,1,1,5,21,17,34,1,7,1,3,4,26,43,10,18,1,28,33,27,41,57,3,11,3,10,1,1,9,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021901267,2020-08-05T00:00:00,BKN @ BOS,L,28.05,5,8,0.625,0,1,0.0,1,1,1.0,2,6,8,4,0,1,0,0,3,5,11,-14,29.6,0,0,25.0,1,34,34,34,27,21,17,34,1,1,1,43,58,1,43,33,43,5,44,9,49,1,45,14,33,61,34,31,1,36,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021901244,2020-08-02T00:00:00,BKN vs. WAS,W,38.14833333333333,6,10,0.6,0,0,0.0,10,10,1.0,5,10,15,2,1,1,1,1,3,9,22,-1,48.0,1,0,43.0,1,1,1,1,2,17,6,39,1,7,1,1,4,1,8,5,4,16,28,9,27,41,45,1,1,36,5,1,1,4,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021901233,2020-07-31T00:00:00,BKN vs. ORL,L,26.883333333333333,7,9,0.778,0,0,0.0,0,0,0.0,2,3,5,3,0,0,0,0,4,0,14,-24,24.5,0,0,22.0,1,34,34,34,33,6,11,19,1,7,1,58,64,58,43,61,63,8,44,33,49,1,57,69,19,68,44,31,1,42,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021900968,2020-03-10T00:00:00,BKN @ LAL,W,20.591666666666665,1,2,0.5,0,0,0.0,1,4,0.25,4,3,7,0,0,2,1,0,2,5,3,2,20.4,0,0,16.0,1,1,1,1,58,62,64,49,1,7,1,43,23,56,12,61,53,53,44,1,27,1,23,14,68,31,55,31,1,58,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021900946,2020-03-08T00:00:00,BKN vs. CHI,W,19.0,4,5,0.8,0,0,0.0,3,4,0.75,1,5,6,1,2,0,1,0,1,5,11,-7,20.7,0,0,20.0,1,1,1,1,63,34,48,16,1,7,1,21,23,19,58,42,58,29,7,33,27,1,5,14,33,47,54,31,1,48,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021900931,2020-03-06T00:00:00,BKN vs. SAS,W,20.25,5,7,0.714,0,0,0.0,2,2,1.0,0,8,8,1,1,0,0,2,0,2,12,9,22.1,0,0,21.0,1,1,1,1,60,21,30,27,1,7,1,32,43,1,67,20,43,29,28,33,49,62,1,52,27,22,49,31,1,45,1
2019-20,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,0021900920,2020-03-04T00:00:00,BKN vs. MEM,L,28.783333333333335,3,5,0.6,0,0,0.0,0,2,0.0,4,5,9,0,3,0,0,0,1,3,6,-22,13.8,0,0,15.0,1,34,34,34,25,43,48,39,1,7,1,58,43,58,12,42,38,53,2,33,49,1,5,38,53,67,66,31,1,61,1
